Q,A,label
긴장돼서 땀나네,미리 긴장하지 마세요.,0
길거리에서 연락처 물어보면 줘도 되나,마음에 들면 줘보세요.,0
길에서 담배 피우는 사람 싫어,저도 싫어요.,0
길에서 번호 따였어,잘 해보세요.,0
길에서 전번 물어보면 줘도 되나,마음에 들면 줘보세요.,0
길에서 헌팅 당했어,잘 해보세요.,0
길은 멀고 해는 진다,그래도 넘을 수 있을 거예요.,0
길이 미끄러워서 미끄러질뻔했어,조심하세요.,0
길이 안보여,너무 낙담하지 마세요.,0
길이 얼어서 미끄러질뻔했어,조심하세요.,0
길이 얼었어,미끄러우니 조심하세요.,0
김떡순 먹고 싶어.,건강을 위해 조금씩 드세요.,0
김치도 없네,마트 갑시다.,0
김치볶음밥 먹어야지,맛있는 식사시간 되시길 바랄게요.,0
김치볶음밥이나 만들어 먹어야지,맛있는 식사시간 되시길 바랄게요.,0
김치찌개 먹고 싶어,맛있죠!,0
까아 오빠들 컴백한다,기다렸나봐요.,0
깜깜한데 전기 안들어오네,조금만 기다리면 다시 전기가 들어올거예요.,0
깡 마른 거 같아,적당해요.,0
꼴 사나워질 것 같은데,스스로 단단해지세요.,0
꽃 받고 싶다,제가 드리고 싶네요.,0
꽃 사고 싶어,집안 분위기가 바뀔 거예요.,0
꽃 살까?,집안 분위기가 바뀔 거예요.,0
꽃 선물 좋아할까,꽃 선물은 언제나 좋죠.,0
꽃 선물해 볼까,꽃 선물은 언제나 좋죠.,0
꽃 예쁘게 말렸어,솜씨가 좋으시네요.,0
꽃게탕 맛있다.,기분 좋아 보이세요.,0
꽃게탕 진짜 밥도둑,기분 좋아 보이세요.,0
꽃꽂이 배우는 중,마음의 안정을 취하기 좋은 취미네요.,0
꽃꽂이 배우니까 좋다,마음의 안정을 취하기 좋은 취미네요.,0
꽃놀이 가고 싶어,벚꽃 계절이 다가왔네요.,0
꽃다발 말려봐야지,거꾸로 해서 드라이플라워 만들어보세요.,0
꽃다발 말리면 에쁘겠지.,거꾸로 해서 드라이플라워 만들어보세요.,0
꽃다발 받았어,부러워요!,0
꽃다발 샀어,멋진 선물이네요.,0
꽃다발 선물 괜찮지?,센스있는 선물이에요.,0
꽃다발 선물 받았어,부러워요!,0
꽃다발 선물 어때?,센스있는 선물이에요.,0
꽃다발 준비했어,멋진 선물이네요.,0
꽃바구니 선물이랑 과일 바구니 선물 뭐가 좋아?,받는 사람이 부럽네요.,0
꽃바구니가 좋을까 과일바구니까 좋을까,받는 사람이 부럽네요.,0
꽃선물 받고 어,제가 드리고 싶네요.,0
꿀잼,저도 즐거워요,0
꿈은 많은데,차근차근 이뤄보아요.,0
꿈이 너무 많아,차근차근 이뤄보아요.,0
꿈이 너무 무서웠어,요즘 예민한가봐요.,0
꿈이 다양해,많으면 많을 수록 좋죠.,0
꿈이 두 개야,더 많아도 괜찮아요.,0
꿈이 없어,거창하지 않아도 돼요.,0
꿈이 이루어질까?,현실을 꿈처럼 만들어봐요.,0
꿈이 자꾸 바뀌어,많으면 많을 수록 좋죠.,0
꿈이 현실이었으면,현실을 꿈처럼 만들어봐요.,0
끝나니까 허무하다,뜻대로 되는게 많지 않죠.,0
끝나면 좋을 줄 알았는데.,마음이 허전하신가봐요.,0
낌새가 이상하더니 딱 걸렸어,잘 해결되길 바라요.,0
낌새가 있더니 딱 걸렸어,잘 해결되길 바라요.,0
나 감정쓰레기통이었나봐,자신을 더 사랑해주세요.,0
나 갖고 장난친건가,아니길 바라요.,0
나 같은 사람은 동물 키우면 안되겠지,잘 아시네요.,0
나 같이 예쁜 애를 왜 갈구지,애정표현일 지도 몰라요.,0
나 거짓말 못하겠어,얼굴에 다 티가 나네요.,0
나 결정 잘 한거지?,"네, 이제 잘 해낼 차례예요.",0
나 결정했어,좋은 결과 있을 거예요.,0
나 괜찮지 않니,괜찮은 사람이에요.,0
나 교직이수할 수 있을까?,학점 관리하세요.,0
나 그동안 뭐한거니,바람 좀 쐬고 오시면 좋은텐데.,0
나 그지임,밥 사줄 친구를 찾아 보세요~,0
나 내일 기숙사 가야돼,짐 빼놓지 말고 싸세요.,0
나 내장비만이래,식단조절도 하고 꾸준히 운동하세요.,0
나 너무 못 생겼어,충분히 아름다워요.,0
나 너무 소심해,꼼꼼한 거예요.,0
나 노트북 사줘,노트북은 비싸요.,0
나 놀려먹기 쉬운가?,절대 그렇지 않아요.,0
나 누구게?,저도 궁금하네요.,0
나 누락됐나봐,확인해달라고 해보세요.,0
나 다른 거 할까,시도해봐도 좋겠죠.,0
나 대충한 거 아닌데,사람들이 몰라줘도 알아주는 사람이 있을 거예요.,0
나 뒷담화하는 애 어떻게 할까?,너무 신경쓰지 말고 그러든지 하고 아무렇지도 않게 넘겨보세요.,0
나 뒷담화하는 애 있다는데 어떻게 하지?,너무 신경쓰지 말고 그러든지 하고 아무렇지도 않게 넘겨보세요.,0
나 많이 기대했는데,상대에게 바라는 기대는 자신을 슬프게 해요.,0
나 말 실수한 거 같아.,곰곰히 되짚어보세요.,0
나 맨날 속는 거 같아,즐겁게 속아주세요.,0
나 머리 나쁜 듯,자책하지 마세요.,0
나 머리가 나뿐 것 같아,자책하지 마세요.,0
나 먼저 잘게,안녕히 주무세요.,0
나 모르는게 왜 이렇게 많지,당연한 거예요.,0
나 몰래 사귀는 거 같애,눈치가 빠르시군요.,0
나 무시 당한 거 같아,그런 생각을 들게 하는 사람 상종하지 마세요.,0
나 무시하는 거 같아,그런 생각을 들게 하는 사람 상종하지 마세요.,0
나 무시하는 사람 어떻게 해?,무시하세요.,0
나 무시하는 사람 짜증나,무시하세요.,0
나 문제가 많은거 같아,문제는 해결하라고 있는 거죠.,0
나 뭐하는 거지,멍 때리고 있죠.,0
나 미팅한다!,성공을 기원합니다.,0
나 바뀌고 싶어,긍정적으로 바뀔 수 있어요,0
나 바본인가 봄,바보는 자기한테 바보라고 하지 않아요.,0
나 백수야,저랑 놀아요.,0
나 버림 받은 거 같아,아닐거예요.,0
나 보이스피싱 당한 거 같은데 어떡해?,경찰에 신고하고 취할 수 있는 조취를 취해보세요.,0
나 비만이야,건강하게 운동해보세요.,0
나 사랑하니?,많이 사랑해요!,0
나 상 받는대!,축하합니다!,0
나 새 옷 샀다,꼬까옷 개시해보세요.,0
나 서류에서 광탈했어,자책하지 마세요.,0
나 소개팅한다!,성공을 기원합니다.,0
나 속은 거 같아,다음부터 속지 마세요.,0
나 속은듯,기분나쁘겠어요.,0
나 수학여행 간다,친구들과 좋은 추억 만들고 오세요.,0
나 스마트폰 중독인가봐,가끔 핸드폰없이 살아보세요.,0
나 승진했어,하늘만큼 땅만큼 축하해요,0
나 실수한건가,잘 생각해보세요.,0
나 실수했나,곰곰히 되짚어보세요.,0
나 아재인가,고민하고 있으면 그럴 거예요.,0
나 아직 어른 아닌 거 같아,물리적 나이가 아니라 정신적 나이가 중요하니까요.,0
나 아직도 애 같아.,물리적 나이가 아니라 정신적 나이가 중요하니까요.,0
나 어때?,괜찮은 사람이에요.,0
나 여기서 뭐하는 거지,멍 때리고 있죠.,0
나 연기 너무 못해 거짓말 못하겠어,얼굴에 다 티가 나네요.,0
나 열심히 할거야,좋은 태도네요.,0
나 오늘 개불쌍,저도 사는데요.,0
나 오늘 따라 잘생겨 보이네,자신에게 콩깍지가 씌였나봐요.,0
나 오늘 상 받았지롱,축하드려요.,0
나 완전 계탔어!,축하해요!,0
나 왕따야,친구들과 잘 어울려보세요.,0
나 왕따인거 같아,부모님께 도움을 청해보세요.,0
나 왜 멍청해,다음에는 다를거예요.,0
나 왜 이러지?,자책하지마세요.,0
나 왜케 못 생겼지,충분히 아름다워요.,0
나 요즘 정신 놓고 살고 있는 거 같아,정신 차리세요.,0
나 욕 먹는 거 같아,남들 눈은 신경쓰지 마세요.,0
나 웃겨 봐,거울 앞에 비친 당신을 보세요.,0
나 은근 무시하는 애 있어,콕 집어서 물어보세요.,0
나 이상한가,그 누구도 아닌 자기 걸음을 걸으세요.,0
나 이상해?,지극히 평범하면서 지극히 특별하죠.,0
나 이제 졸업해,졸업 축하해요,0
나 인정받고 싶어,지금도 충분히 잘 하고 있어요.,0
나 잘 살 수 있겠지,지금보다 더 잘 살 거예요.,0
나 잘생겼지?,네 잘생겼어요.,0
나 잘하고 있는 건지 모르겠어,잘하고 있을 거예요.,0
나 잘하고 있는 걸까?,잘하고 있을 거예요.,0
나 잘하는 게 없어,저랑 이야기 잘하고 있어요.,0
나 잘하는게 없는거같아,잘하는 걸 아직 못 찾은 걸 수도 있어요.,0
나 잘할 수 있을까,"지금처럼, 지금보다 더 잘할 수 있을 거예요.",0
나 점점 괴물이 되고 있어,그렇지 않아요.,0
나 정신차리게 말해줘,나 자신에 집중하세요. 언제나 1순위에 자신을 두세요.,0
나 좀 건들지 마,제가 챙겨드리고 싶네요.,0
나 좀 건들지 말라고 해,많이 지쳤나봐요.,0
나 좀 내버려 두면 좋겠어,많이 지쳤나봐요.,0
나 좀 내버려 뒀으면,아무도 없는 곳으로 여행을 떠나보세요.,0
나 좀 안 건들였으면 좋겠어,많이 지쳤나봐요.,0
나 좀 좋아해줬으면,먼저 다가가 보세요.,0
나 좀 쩌는 듯,동감이에요.,0
나 좀 칭찬해줘,지금도 잘하고 있어요.,0
나 좋아하게 만들고 싶다,제가 당신을 좋아하고 있어요.,0
나 좋아하는 것 같아,호의인지 호감인지 헷갈리나요?,0
나 좋아해주는 사람 있겠지?,저도 좋아해요.,0
나 주름살 있나?,있어도 예뻐요.,0
나 죽을 뻔함,지금은 괜찮길 바랄게요.,0
나 짤릴 거 같아,초심으로 돌아가 열심히 해보세요.,0
나 쫌 불쌍한 거 같아,저도 사는데요.,0
나 챙겨줄 사람이 필요해,제가 챙겨드리고 싶네요.,0
나 천재 같아,제가 따라가려면 멀었네요.,0
나 천재임,제가 따라가려면 멀었네요.,0
나 축구는 진짜 잘해,운동 잘하는 사람 멋있죠.,0
나 친구들한테 인정받고 싶어,지금도 인정받고 있어요.,0
나 폭식증인듯,나를 관찰하고 음식 자체에 집중하세요.,0
나 폰 중독인 거 같애,잠깐 핸드폰을 내려두세요.,0
나 폰겜 너무 많이해,시간을 정해보세요.,0
나 폰겜했더니 몇 시간 갔어,시간을 정해보세요.,0
나 할 수 있어,파이팅!,0
나 함부로 말하는 거 고치고 싶어,고치고 싶다는 마음에서 시작하세요.,0
나 혼자 야근해,얼른 끝내시길 기도할게요.,0
나 혼자 여행 왔는데 괜찮네,온전히 느낄 수 있는 시간이겠네요.,0
나 혼자서 축구 본다,축구 볼때는 치맥이죠.,0
나 화장을 너무 못해,하다보면 늘어요.,0
나 화장이 잘 안돼,하다보면 늘어요.,0
나 회사에서 인정받고 싶어,자기개발을 해보세요.,0
나가기도 귀찮아,집에서도 할 게 많아요.,0
나는 그냥저냥 사는 거 같아,오늘은 약간의 변화를 줘보세요.,0
나는 기분 나쁜데 농담이라고 계속해,정색 한번 해주세요.,0
나는 나약한 존재,절대 그렇지 않아요.,0
나는 누구인가,저도 궁금하네요.,0
나는 모자란 사람인 거 같아,모자라지 않아요.,0
나는 뭐든 할 수 있다.,파이팅!,0
나는 뭘 잘할까,하나라도 있을 거니 열심히 찾아보세요.,0
나는 왜 이 모양일까,자책하지마세요.,0
나는 왜 이렇게 태어났을까?,서로 다르게 태어난 이유는 저마다의 목소리를 내기 위해서예요. 자신의 목소리를 들어주세요.,0
나는 왜 태어났을까,사랑 받기 위해 태어났어요.,0
나는 잘 할줄 아는 게 없는 것 같아,잘해야 한다는 부담감을 버리세요.,0
나는 좋아하는 게 뭘까,다양하게 경험해보세요.,0
나는 좋은데 ….,현실의 벽에 부딪혔나봐요.,0
나는 친구가 없어,친구가 들으면 서운해 할 수도 있겠어요.,0
나는 친구라고 믿었는데,뒤통수 맞았나봐요.,0
나도 괜찮은 사람인데,알아봐주는 사람이 있을 거예요.,0
나도 대우 받고 싶다고,당당히 말씀해보세요.,0
나도 비키니 입고 싶다,다이어트 파이팅!,0
나도 상 받고 싶다,다음에는 받을 수 있을 거예요.,0
나도 약초 캐볼까?,근처 산에 가보세요.,0
나도 월급 필요해,많이 벌수록 좋아요.,0
나도 위로 받고 싶다,제가 위로 많이 해드릴게요.,0
나도 이벤트가 되다니!,축하드려요!,0
나도 이제 아재인가,고민하고 있으면 그럴 거예요.,0
나도 중국 진출해볼까?,좀 더 알아보고 하세요.,0
나도 집 사고 싶어,같이 살고 싶은 사람이 있나봐요.,0
나도 커플룩 입고 싶다,커플부터 만드세요.,0
나두 잘할거야,잘 하실 거예요!,0
나들이를 가볼까,같이 가요.,0
나란 놈,다 잘 될 거예요.,0
나랑 놀아줘,같이 놀아요.,0
나랑 놀자,지금 그러고 있어요.,0
나랑 상관 없는 이야기들,잊어버리세요.,0
나랑 있는게 힘들었나봐,상대방을 이해해 주세요.,0
나른하다,아무 것도 안해도 괜찮아요.,0
나를 기다려줬으면 좋겠다,상대방에게 너무 무거운 짐을 주지 마세요.,0
나를 너무 오래 기다리게했어,기다리는 동안 많은 생각이 들었겠네요.,0
나를 너무 함부로 대해,그럴 때마다 따끔하게 말해보세요.,0
나를 미소짓게 만든 너,상대방도 미소짓게 해주세요.,0
나를 바꿀 수 있는 건 뭐가 있을까,지금 모습도 좋아요,0
나를 친구로 생각 안했나봐,그런 친구는 거르세요.,0
나를 호구로 아는 사람 어떡해?,상종하지마세요.,0
나를 힘들게 하는 사람인데 붙잡고 싶어,질질 끌지 마세요.,0
나만 갈궈,애정표현일 지도 몰라요.,0
나만 기다렸나봐,누군가를 기다린다는게 쉬운게 아니죠.,0
나만 꿈 없이 사는 거 같아,살다보면 하고 싶은 게 생길 수도 있어요.,0
나만 남친 없어,제가 있잖아요.,0
나만 뒤처지는 느낌이야,스스로 경쟁해야하고 이겨야한다는 강박관념에 사로잡히지 마세요.,0
나만 반친구 없어,친구를 사귈 수 있을 거예요.,0
나만 빼고 행복해보여,다른 사람도 그 사람만의 고민과 걱정이 많을거예요.,0
나만 설레나,그 사람도 설렐 거예요.,0
나만 설레는 거야,그 사람도 설렐 거예요.,0
나만 솔로야,제가 있잖아요.,0
나만 애기봐,배우자와 대화를 나눠보세요.,0
나만 야근해,얼른 끝내시길 기도할게요.,0
